Customerid,Gender,Age,SeniorCitizen,Married,NumberOfDependents,Country,State,City,Latitude,Longitude,NumberOfReferrals,TenureInMonths,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGbDownload,Contract,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,ChurnScore,Cltv,ChurnCategory
7563-BIUPC,Male,30,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,5,5.78,No,Yes,Fiber Optic,52,Month-to-Month,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,2,Yes,69,5715,Competitor
2321-OMBXY,Female,55,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,1,38,42.14,No,Yes,DSL,19,One Year,Credit Card,80.3,3058.65,0,0,1601.32,4659.97,1,Yes,81,2071,Other
0122-OAHPZ,Female,29,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,7,28.62,Yes,Yes,Fiber Optic,26,Month-to-Month,Bank Withdrawal,73.85,511.25,13.03,0,200.34,698.56,3,Yes,67,2473,Competitor
2868-SNELZ,Female,54,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,2,5.32,Yes,Yes,Fiber Optic,20,Month-to-Month,Credit Card,80.6,155.8,0,0,10.64,166.44,1,Yes,92,2683,Competitor
4322-RCYMT,Male,63,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,1,68,29.18,Yes,Yes,DSL,18,One Year,Bank Withdrawal,75.8,5293.95,0,90,1984.24,7368.19,3,Yes,81,4903,Competitor
6680-NENYN,Female,24,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,43,12.88,Yes,Yes,Fiber Optic,59,Two Year,Bank Withdrawal,104.6,4759.85,0,0,553.84,5313.69,1,Yes,91,5250,Competitor
1343-EHPYB,Male,61,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,2,63,48.95,Yes,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,103.4,6603,0,0,3083.85,9686.85,2,Yes,91,4352,Competitor
2034-GDRCN,Female,47,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,2,10.53,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,90.4,168.2,0,0,21.06,189.26,3,Yes,76,4157,Other
0219-YTZUE,Male,26,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,5,4,28.77,Yes,Yes,Fiber Optic,19,Month-to-Month,Bank Withdrawal,84.8,371.9,0,0,115.08,486.98,3,Yes,73,4939,Competitor
4572-DVCGN,Female,40,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,10,27.1,No,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,80.25,846,0,0,271,1117,3,Yes,85,3598,Competitor
1010-DIAUQ,Male,54,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,5,20.86,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,96.5,492.55,0,0,104.3,596.85,3,Yes,91,5383,Competitor
0259-GBZSH,Male,22,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,2,40.43,Yes,Yes,Cable,27,Month-to-Month,Bank Withdrawal,85.65,181.5,0,0,80.86,262.36,1,Yes,73,3878,Competitor
9601-BRXPO,Female,48,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,1,25,8.91,Yes,Yes,Fiber Optic,10,Month-to-Month,Bank Withdrawal,104.95,2566.5,0,0,222.75,2789.25,3,Yes,66,3642,Competitor
6905-NIQIN,Male,26,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,1,14.78,No,Yes,DSL,59,Month-to-Month,Credit Card,50.65,50.65,0,0,14.78,65.43,1,Yes,76,2431,Competitor
5167-ZFFMM,Male,64,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,1,8.56,Yes,Yes,Fiber Optic,24,Month-to-Month,Credit Card,90.85,90.85,0,0,8.56,99.41,3,Yes,81,3424,Competitor
6599-CEBNN,Female,63,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,34,1.55,No,Yes,Fiber Optic,14,Month-to-Month,Credit Card,73.95,2524.45,0,0,52.7,2577.15,3,Yes,94,5795,Competitor
0979-PHULV,Male,30,No,Yes,0,United States,California,San Diego,32.85723,-117.209774,2,69,48.8,Yes,Yes,Fiber Optic,26,Month-to-Month,Credit Card,99.45,7007.6,0,0,3367.2,10374.8,3,Yes,80,4020,Competitor
4800-VHZKI,Female,59,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,1,36.63,No,No,None,0,Month-to-Month,Credit Card,19.9,19.9,0,0,36.63,56.53,3,Yes,92,3351,Competitor
7989-CHGTL,Male,52,No,No,0,United States,California,San Diego,32.85723,-117.209774,0,1,14.17,No,No,None,0,Month-to-Month,Credit Card,19.6,19.6,0,0,14.17,33.77,1,Yes,95,3448,Competitor
0578-SKVMF,Female,23,No,Yes,0,United States,California,Seeley,32.790282,-115.689559,4,22,4.01,No,Yes,Cable,53,Month-to-Month,Bank Withdrawal,83.3,1845.9,0,0,88.22,1934.12,1,Yes,88,3804,Competitor
9063-ZGTUY,Female,22,No,Yes,0,United States,California,Adelanto,34.667815,-117.536183,3,61,46.27,No,No,None,0,Month-to-Month,Credit Card,19.4,1182.55,0,0,2822.47,4005.02,3,Yes,82,4221,Price
2957-LOLHO,Male,49,No,No,0,United States,California,Fallbrook,33.362575,-117.299644,0,12,11.12,No,Yes,DSL,14,Month-to-Month,Bank Withdrawal,45.4,518.9,0,0,133.44,652.34,3,Yes,68,2887,Competitor
7752-XUSCI,Female,20,No,No,0,United States,California,Crestline,34.248061,-117.29028,0,60,10.7,Yes,Yes,Fiber Optic,71,Month-to-Month,Bank Withdrawal,105.9,6396.45,0,0,642,7038.45,2,Yes,84,4105,Other
4110-PFEUZ,Female,54,No,No,0,United States,California,Daggett,34.875144,-116.821698,0,1,29.78,No,Yes,Fiber Optic,13,Month-to-Month,Credit Card,69.55,69.55,0,0,29.78,99.33,1,Yes,73,2792,Competitor
0256-LTHVJ,Female,58,No,Yes,0,United States,California,Ludlow,34.702766,-116.093376,1,28,16.85,No,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,81.05,2227.1,0,0,471.8,2698.9,1,Yes,91,5201,Competitor
0880-TKATG,Male,21,No,Yes,0,United States,California,Lucerne Valley,34.508417,-116.856103,3,4,9.56,Yes,Yes,Fiber Optic,48,Month-to-Month,Bank Withdrawal,101.15,385.9,0,0,38.24,424.14,1,Yes,84,4417,Competitor
3811-VBYBZ,Male,61,No,No,0,United States,California,Lytle Creek,34.238162,-117.534306,0,7,47.03,Yes,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,99.8,673.25,0,10,329.21,1012.46,1,Yes,91,2031,Competitor
4640-UHDOS,Female,60,No,Yes,0,United States,California,Phelan,34.441123,-117.537886,3,13,19.05,No,Yes,DSL,27,Month-to-Month,Bank Withdrawal,55.95,734.35,0,0,247.65,982,1,Yes,91,4498,Competitor
3583-EKAPL,Male,25,No,No,0,United States,California,Redlands,34.003243,-117.138286,0,1,47.22,No,Yes,Cable,53,Month-to-Month,Bank Withdrawal,55,55,0,0,47.22,102.22,1,Yes,71,4877,Competitor
9399-APLBT,Female,52,No,Yes,0,United States,California,Rialto,34.156758,-117.404686,0,1,21.91,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,74.7,74.7,0,0,21.91,96.61,1,Yes,80,5980,Competitor
2359-KMGLI,Male,52,No,No,0,United States,California,Running Springs,34.186211,-117.07683,0,24,49.3,Yes,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,80.25,1861.5,0,0,1183.2,3044.7,1,Yes,77,4418,Competitor
0306-JAELE,Male,61,No,No,0,United States,California,Fallbrook,33.362575,-117.299644,0,5,31.09,No,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,96.1,453.4,0,0,155.45,608.85,1,Yes,66,4192,Competitor
6227-HWPWX,Female,40,No,No,0,United States,California,Victorville,34.486835,-117.362274,0,15,4.67,No,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,69,994.8,0,0,70.05,1064.85,1,Yes,73,5671,Competitor
0447-BEMNG,Female,28,No,Yes,0,United States,California,Wrightwood,34.358321,-117.618263,3,48,0,No,Yes,Cable,58,Month-to-Month,Bank Withdrawal,45.3,2145,0,140,0,2285,1,Yes,65,4926,Price
5949-XIKAE,Female,32,No,Yes,0,United States,California,San Bernardino,34.105935,-117.2914,1,8,32.32,No,Yes,Cable,25,Month-to-Month,Bank Withdrawal,83.55,680.05,0,0,258.56,938.61,1,Yes,65,2879,Dissatisfaction
8372-JUXUI,Male,32,No,No,0,United States,California,San Bernardino,34.106922,-117.297553,0,1,14.02,Yes,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,74.35,74.35,0,0,14.02,88.37,1,Yes,93,2814,Competitor
0388-EOPEX,Female,28,No,Yes,0,United States,California,Riverside,33.890046,-117.455583,1,2,9.79,No,Yes,Fiber Optic,41,Month-to-Month,Bank Withdrawal,74.4,139.4,0,0,19.58,158.98,1,Yes,77,4263,Attitude
8205-OTCHB,Male,51,No,No,0,United States,California,Riverside,33.930931,-117.361788,0,22,0,No,Yes,DSL,16,One Year,Bank Withdrawal,43.75,903.6,0,0,0,903.6,3,Yes,66,3099,Dissatisfaction
7783-YKGDV,Female,49,No,No,0,United States,California,March Air Reserve Base,33.888323,-117.277533,0,12,16.07,Yes,Yes,Fiber Optic,14,Month-to-Month,Bank Withdrawal,99.7,1238.45,0,0,192.84,1431.29,1,Yes,76,2538,Price
7218-HKQFK,Male,49,No,Yes,0,United States,California,Homeland,33.761894,-117.120868,4,2,18.79,No,Yes,Fiber Optic,19,Month-to-Month,Bank Withdrawal,94.2,167.5,0,0,37.58,205.08,2,Yes,72,3715,Other
4636-QRJKY,Female,64,No,Yes,0,United States,California,Idyllwild,33.755039,-116.741796,1,6,36.12,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,80.5,502.85,0,0,216.72,719.57,3,Yes,91,5032,Price
9412-GHEEC,Male,55,No,No,0,United States,California,Murrieta,33.581045,-117.14719,0,40,35.58,Yes,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,104.8,4131.95,0,0,1423.2,5555.15,1,Yes,88,3492,Competitor
6825-UYPFK,Female,47,No,No,0,United States,California,Sun City,33.707483,-117.200006,0,23,27.61,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,75.6,1758.6,0,0,635.03,2393.63,1,Yes,81,2115,Dissatisfaction
8397-MVTAZ,Male,22,No,Yes,0,United States,California,Sun City,33.69887,-117.25071,2,34,23.09,Yes,Yes,Fiber Optic,52,Month-to-Month,Bank Withdrawal,100.05,3480,0,20,785.06,4285.06,3,Yes,72,2568,Other
9282-IZGQK,Female,51,No,No,0,United States,California,Irvine,33.643095,-117.810896,0,1,30.52,Yes,Yes,Fiber Optic,30,Month-to-Month,Bank Withdrawal,85,85,0,0,30.52,115.52,3,Yes,80,5679,Other
1342-JPNKI,Male,33,No,No,0,United States,California,Lake Forest,33.644849,-117.684254,0,10,5.92,Yes,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,86.05,834.1,0,0,59.2,893.3,3,Yes,85,2966,Other
2817-NTQDO,Male,52,No,No,0,United States,California,Huntington Beach,33.666301,-117.969501,0,13,0,No,Yes,DSL,17,Month-to-Month,Credit Card,45.55,597,0,0,0,597,3,Yes,74,4856,Dissatisfaction
6986-IJDHX,Male,29,No,Yes,0,United States,California,Huntington Beach,33.679659,-118.016195,5,39,40.25,No,Yes,Fiber Optic,19,Month-to-Month,Credit Card,86.3,3266,0,0,1569.75,4835.75,1,Yes,91,3364,Competitor
5301-GAUUY,Male,31,No,No,0,United States,California,Newport Beach,33.601309,-117.902304,0,32,1.49,Yes,Yes,Fiber Optic,21,Month-to-Month,Bank Withdrawal,80.35,2596.15,0,0,47.68,2643.83,1,Yes,92,5974,Competitor
0939-YAPAF,Female,44,No,No,0,United States,California,Santa Ana,33.748478,-117.858918,0,35,10.49,Yes,Yes,Fiber Optic,17,Month-to-Month,Bank Withdrawal,100.25,3527.6,0,0,367.15,3894.75,3,Yes,72,2744,Competitor
4710-FDUIZ,Male,50,No,Yes,0,United States,California,Santa Ana,33.714829,-117.872941,2,56,26.15,Yes,Yes,Fiber Optic,7,One Year,Credit Card,100.3,5614.45,0,100,1464.4,7178.85,2,Yes,67,5170,Competitor
1218-VKFPE,Female,48,No,Yes,0,United States,California,Anaheim,33.830209,-117.906099,1,12,19.48,No,No,None,0,Month-to-Month,Credit Card,19,233.55,0,0,233.76,467.31,1,Yes,72,3535,Competitor
3627-FHKBK,Female,28,No,No,0,United States,California,Anaheim,33.83796,-117.870494,0,1,4.13,No,Yes,Fiber Optic,51,Month-to-Month,Mailed Check,75.3,75.3,0,0,4.13,79.43,1,Yes,87,3244,Competitor
0719-SYFRB,Female,52,No,No,0,United States,California,Norco,33.925833,-117.559639,0,12,36.24,Yes,Yes,DSL,30,Month-to-Month,Mailed Check,61.65,713.75,0,0,434.88,1148.63,1,Yes,67,5670,Competitor
6543-CPZMK,Male,32,No,Yes,0,United States,California,Ventura,34.360261,-119.306383,1,9,0,No,Yes,DSL,9,Month-to-Month,Bank Withdrawal,29.95,248.95,0,10,0,258.95,2,Yes,83,2573,Competitor
4765-OXPPD,Female,20,No,Yes,0,United States,California,Ventura,34.279221,-119.221437,1,9,6.35,No,Yes,Cable,69,Month-to-Month,Mailed Check,65,663.05,0,0,57.15,720.2,1,Yes,76,3983,Competitor
1009-IRMNA,Female,27,No,No,0,United States,California,Port Hueneme,34.110124,-119.100972,0,7,16.04,No,No,None,0,Month-to-Month,Bank Withdrawal,20,137.6,0,0,112.28,249.88,3,Yes,91,4479,Attitude
7207-RMRDB,Female,20,No,Yes,0,United States,California,Santa Barbara,34.437945,-119.77191,7,65,34.14,Yes,Yes,Fiber Optic,26,Month-to-Month,Bank Withdrawal,105.5,6985.65,0,0,2219.1,9204.75,1,Yes,89,5720,Competitor
0195-IESCP,Male,26,No,Yes,0,United States,California,Armona,36.315979,-119.710852,1,10,2.02,Yes,Yes,Fiber Optic,82,Month-to-Month,Bank Withdrawal,85.25,855.3,0,100,20.2,975.5,3,Yes,75,3573,Competitor
4580-TMHJU,Female,57,No,Yes,0,United States,California,Avenal,35.916943,-120.129921,3,43,37.25,No,Yes,DSL,20,Month-to-Month,Bank Withdrawal,56.15,2499.3,0,0,1601.75,4101.05,2,Yes,65,2152,Other
0970-ETWGE,Male,38,No,No,0,United States,California,Bodfish,35.523991,-118.400432,0,1,42.46,No,Yes,Cable,27,Month-to-Month,Bank Withdrawal,89.55,89.55,0,0,42.46,132.01,2,Yes,91,4996,Competitor
0887-HJGAR,Male,57,No,No,0,United States,California,Coalinga,36.186867,-120.387793,0,1,5.55,No,Yes,DSL,13,Month-to-Month,Mailed Check,45.7,45.7,0,0,5.55,51.25,3,Yes,95,2295,Competitor
9576-ANLXO,Female,30,No,No,0,United States,California,Earlimart,35.858054,-119.305858,0,3,26.26,No,Yes,Fiber Optic,30,Month-to-Month,Bank Withdrawal,69.55,222.3,0,0,78.78,301.08,1,Yes,87,2876,Competitor
2024-BASKD,Female,23,No,No,0,United States,California,Exeter,36.301689,-119.018233,0,1,22.16,No,Yes,Fiber Optic,47,Month-to-Month,Mailed Check,74.6,74.6,0,10,22.16,106.76,3,Yes,94,3860,Competitor
4464-JCOLN,Male,40,No,Yes,0,United States,California,Huron,36.217864,-120.080117,2,2,15.14,No,No,None,0,One Year,Mailed Check,19.85,35.9,0,0,30.28,66.18,3,Yes,68,2362,Attitude
5650-VDUDS,Female,48,No,No,0,United States,California,Kernville,35.852892,-118.397782,0,4,0,No,Yes,Cable,16,Month-to-Month,Mailed Check,24.25,96.05,0,0,0,96.05,2,Yes,93,2038,Competitor
7538-GWHML,Female,52,No,No,0,United States,California,Lemon Cove,36.462671,-118.997291,0,2,7.64,No,Yes,Fiber Optic,27,Month-to-Month,Bank Withdrawal,69.65,145.15,0,0,15.28,160.43,2,Yes,80,2323,Competitor
3859-CVCET,Female,47,No,No,0,United States,California,Lindsay,36.205465,-119.085807,0,4,45.4,No,Yes,DSL,27,Month-to-Month,Mailed Check,45.65,191.05,0,0,181.6,372.65,1,Yes,78,2864,Competitor
3276-HDUEG,Female,23,No,No,0,United States,California,Temecula,33.507255,-117.029473,0,1,32.86,Yes,Yes,Fiber Optic,58,Month-to-Month,Mailed Check,75.05,75.05,0,0,32.86,107.91,2,Yes,78,4838,Competitor
0822-GAVAP,Female,19,No,No,0,United States,California,Posey,35.861928,-118.636698,0,2,0,No,Yes,DSL,76,Month-to-Month,Bank Withdrawal,34.7,62.25,0,0,0,62.25,1,Yes,65,3146,Competitor
1448-PWKYE,Male,48,No,Yes,0,United States,California,Shafter,35.490705,-119.286833,1,1,35.71,No,Yes,Cable,3,Month-to-Month,Bank Withdrawal,80,80,0,0,35.71,115.71,1,Yes,88,2046,Competitor
2276-YDAVZ,Female,63,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,3,26.52,Yes,Yes,Fiber Optic,10,Month-to-Month,Credit Card,75.1,270.7,0,0,79.56,350.26,3,Yes,92,4965,Competitor
5896-NPFWW,Male,23,No,Yes,0,United States,California,San Diego,32.961064,-117.134917,1,3,13.54,No,Yes,Cable,51,Month-to-Month,Bank Withdrawal,50.15,168.15,0,0,40.62,208.77,1,Yes,93,3273,Competitor
7133-VBDCG,Female,54,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,25,26.81,No,Yes,Fiber Optic,12,Month-to-Month,Bank Withdrawal,79.85,2015.35,0,0,670.25,2685.6,2,Yes,91,4535,Competitor
1029-QFBEN,Male,27,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,1,38.44,No,No,None,0,Month-to-Month,Mailed Check,19.55,19.55,0,0,38.44,57.99,2,Yes,95,3556,Competitor
4952-YSOGZ,Female,48,No,Yes,0,United States,California,San Diego,32.961064,-117.134917,1,4,4.14,Yes,Yes,Fiber Optic,30,Month-to-Month,Bank Withdrawal,85.95,381.3,0,0,16.56,397.86,3,Yes,95,5640,Competitor
1589-AGTLK,Male,26,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,3,36.48,No,Yes,DSL,59,Month-to-Month,Bank Withdrawal,45.35,141.5,0,0,109.44,250.94,3,Yes,90,2450,Other
6439-GTPCA,Female,29,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,45,4.48,Yes,Yes,Cable,51,Month-to-Month,Bank Withdrawal,87.25,3941.7,0,0,201.6,4143.3,1,Yes,90,5269,Competitor
5138-WVKYJ,Male,51,No,No,0,United States,California,San Diego,32.961064,-117.134917,0,10,27.57,Yes,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,98.55,1008.55,0,0,275.7,1284.25,1,Yes,93,3658,Competitor
2189-WWOEW,Female,37,No,No,0,United States,California,Keene,35.214982,-118.59049,0,15,24.63,No,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,85.9,1269.55,0,0,369.45,1639,3,Yes,96,3579,Other
1894-IGFSG,Female,38,No,No,0,United States,California,Lancaster,34.712708,-117.889656,0,22,18.01,No,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,89.25,1907.85,0,0,396.22,2304.07,1,Yes,82,3161,Competitor
7379-POKDZ,Male,31,No,Yes,0,United States,California,Lancaster,34.741406,-118.38111,1,3,26.71,No,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,70.3,208.85,0,0,80.13,288.98,1,Yes,66,3038,Competitor
0236-HFWSV,Male,49,No,No,0,United States,California,Palmdale,34.557711,-118.029441,0,15,48.93,Yes,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,93.35,1444.65,0,0,733.95,2178.6,1,Yes,77,5264,Competitor
3900-AQPHZ,Female,45,No,No,0,United States,California,Pearblossom,34.445239,-117.894868,0,1,49.51,No,No,None,0,Month-to-Month,Mailed Check,19.9,19.9,0,0,49.51,69.41,2,Yes,91,4248,Attitude
5842-POCOP,Female,37,No,Yes,0,United States,California,Randsburg,35.405722,-117.773354,1,5,41.57,No,Yes,Cable,27,Month-to-Month,Mailed Check,88.9,454.15,0,0,207.85,662,1,Yes,79,4356,Competitor
2037-XJFUP,Male,24,No,Yes,0,United States,California,Temecula,33.507255,-117.029473,1,33,41.8,No,Yes,Fiber Optic,41,One Year,Bank Withdrawal,95.8,3036.75,0,60,1379.4,4476.15,2,Yes,76,4161,Competitor
7314-OXENN,Male,42,No,No,0,United States,California,Temecula,33.507255,-117.029473,0,2,41.18,Yes,Yes,Fiber Optic,14,Month-to-Month,Bank Withdrawal,82,184.65,0,0,82.36,267.01,3,Yes,90,3051,Competitor
0322-CHQRU,Male,63,No,No,0,United States,California,Palmdale,34.598221,-117.79593,0,2,25.49,No,Yes,DSL,9,Month-to-Month,Bank Withdrawal,45.35,89.5,0,0,50.98,140.48,1,Yes,81,3478,Competitor
4678-DVQEO,Female,41,No,No,0,United States,California,Bass Lake,37.458367,-119.345011,0,1,34.04,No,Yes,DSL,23,Month-to-Month,Bank Withdrawal,52.2,52.2,0,0,34.04,86.24,1,Yes,71,4138,Competitor
3009-JWMPU,Male,58,No,No,0,United States,California,Five Points,36.397745,-120.119911,0,62,22.64,Yes,Yes,Fiber Optic,9,One Year,Bank Withdrawal,96.75,6125.4,0,0,1403.68,7529.08,2,Yes,92,5016,Attitude
1450-GALXR,Female,33,No,No,0,United States,California,Friant,37.027663,-119.69056,0,10,14.53,Yes,Yes,Fiber Optic,30,Month-to-Month,Bank Withdrawal,98.5,1058.25,0,110,145.3,1313.55,1,Yes,74,5184,Competitor
3138-BKYAV,Male,61,No,No,0,United States,California,Kerman,36.727418,-120.123526,0,6,11.97,No,Yes,Fiber Optic,27,Month-to-Month,Bank Withdrawal,85.35,489.45,0,0,71.82,561.27,3,Yes,75,4694,Attitude
4289-DTDKW,Male,54,No,Yes,0,United States,California,Madera,36.902954,-120.194274,1,40,22.56,Yes,Yes,Cable,4,Month-to-Month,Bank Withdrawal,101.3,4113.1,0,0,902.4,5015.5,1,Yes,70,2576,Competitor
1820-TQVEV,Male,27,No,No,0,United States,California,Madera,37.004068,-119.930027,0,1,49.43,No,Yes,Fiber Optic,48,Month-to-Month,Bank Withdrawal,69.55,69.55,0,0,49.43,118.98,2,Yes,76,3042,Attitude
2239-JALAW,Male,20,No,No,0,United States,California,Escondido,33.141265,-116.967221,0,58,44.5,Yes,Yes,Fiber Optic,47,One Year,Bank Withdrawal,103.25,6017.65,0,0,2581,8598.65,1,Yes,74,6105,Competitor
4853-RULSV,Male,25,No,No,0,United States,California,Miramonte,36.696759,-119.024051,0,70,12.19,Yes,Yes,Fiber Optic,42,Two Year,Credit Card,104,7250.15,0,0,853.3,8103.45,1,Yes,80,4544,Attitude
6275-YDUVO,Female,62,No,No,0,United States,California,Orosi,36.600185,-119.175655,0,2,24.05,No,Yes,Fiber Optic,27,Month-to-Month,Mailed Check,86.2,178.7,0,0,48.1,226.8,3,Yes,95,2969,Attitude
0115-TFERT,Male,24,No,Yes,0,United States,California,Fresno,36.841655,-119.797113,1,21,36.26,Yes,Yes,Fiber Optic,59,Month-to-Month,Bank Withdrawal,111.2,2317.1,0,120,761.46,3198.56,3,Yes,89,4123,Attitude
2311-QYMUQ,Female,41,No,Yes,0,United States,California,San Joaquin,36.600193,-120.153393,1,16,31.73,No,Yes,Fiber Optic,25,Month-to-Month,Credit Card,89.45,1430.25,0,0,507.68,1937.93,3,Yes,73,3696,Attitude
3104-OWCGK,Male,21,No,Yes,0,United States,California,South Dos Palos,36.959731,-120.653519,1,60,33.25,No,Yes,Fiber Optic,52,One Year,Bank Withdrawal,90.95,5453.4,0,0,1995,7448.4,3,Yes,76,4111,Other
9101-BWFSS,Female,58,No,Yes,0,United States,California,Tollhouse,36.993666,-119.348267,1,50,29.43,Yes,Yes,Fiber Optic,14,One Year,Bank Withdrawal,108.55,5610.7,0,0,1471.5,7082.2,2,Yes,82,4274,Other
6982-SSHFK,Male,45,No,No,0,United States,California,Fresno,36.768774,-119.762633,0,1,32.44,No,Yes,DSL,12,Month-to-Month,Mailed Check,44.4,44.4,0,0,32.44,76.84,1,Yes,89,3522,Competitor
1038-ZAGBI,Female,59,No,Yes,0,United States,California,Fresno,36.833002,-119.82947,1,12,37.65,No,No,None,0,One Year,Bank Withdrawal,19.8,229.6,0,0,451.8,681.4,3,Yes,94,2653,Attitude
3027-ZTDHO,Male,21,No,No,0,United States,California,Fresno,36.732694,-119.783786,0,1,32.85,No,Yes,Fiber Optic,53,Month-to-Month,Bank Withdrawal,89.9,89.9,0,0,32.85,122.75,1,Yes,80,5951,Other
2382-BCKQJ,Female,41,No,No,0,United States,California,Escondido,33.141265,-116.967221,0,62,32.58,Yes,Yes,Fiber Optic,15,One Year,Bank Withdrawal,100.15,6413.65,0,0,2019.96,8433.61,3,Yes,91,5600,Competitor
2207-NHRJK,Male,58,No,No,0,United States,California,Carmel,36.460611,-121.852507,0,1,1.28,No,Yes,DSL,27,Month-to-Month,Bank Withdrawal,50.8,50.8,0,0,1.28,52.08,1,Yes,85,3718,Competitor
9944-HKVVB,Female,55,No,No,0,United States,California,King City,36.220761,-120.980777,0,3,47.62,No,Yes,Cable,29,Month-to-Month,Bank Withdrawal,95.1,307.4,0,0,142.86,450.26,1,Yes,77,5861,Competitor
4124-MMETB,Male,52,No,No,0,United States,California,Lockwood,35.989792,-121.055933,0,22,46.28,Yes,Yes,Fiber Optic,16,Month-to-Month,Credit Card,94.65,2104.55,0,40,1018.16,3162.71,2,Yes,85,3665,Competitor
3671-SHRSP,Male,46,No,Yes,0,United States,California,Marina,36.689582,-121.758398,1,4,14.3,No,Yes,Fiber Optic,2,Month-to-Month,Mailed Check,80.6,319.15,0,0,57.2,376.35,3,Yes,86,3080,Competitor
3313-QKNKB,Male,24,No,Yes,0,United States,California,Pebble Beach,36.587497,-121.944815,0,59,6.91,Yes,Yes,Fiber Optic,52,One Year,Bank Withdrawal,85.55,5084.65,0,0,407.69,5492.34,3,Yes,80,6304,Competitor
5073-WXOYN,Female,58,No,No,0,United States,California,Belmont,37.509366,-122.306132,0,60,0,No,Yes,Cable,5,Month-to-Month,Bank Withdrawal,50.8,3027.4,0,0,0,3027.4,2,Yes,67,4941,Competitor
0207-MDKNV,Female,54,No,No,0,United States,California,Daly City,37.691561,-122.445202,0,15,22.39,No,Yes,Fiber Optic,7,Month-to-Month,Bank Withdrawal,105.1,1582.75,0,0,335.85,1918.6,1,Yes,84,2122,Competitor
